data_coleta,regiao,data_ref,prazo_anos,taxa_real,coletado_em
2026-07-13,EU,2026-07-10,0.5,0.49,2026-07-13T14:48:23
2026-07-13,EU,2026-07-10,1.0,0.565,2026-07-13T14:48:23
2026-07-13,EU,2026-07-10,2.0,0.599,2026-07-13T14:48:23
2026-07-13,EU,2026-07-10,3.0,0.622,2026-07-13T14:48:23
2026-07-13,EU,2026-07-10,5.0,0.693,2026-07-13T14:48:23
2026-07-13,EU,2026-07-10,7.0,0.818,2026-07-13T14:48:23
2026-07-13,EU,2026-07-10,10.0,1.009,2026-07-13T14:48:23
2026-07-13,EU,2026-07-10,15.0,1.248,2026-07-13T14:48:23
2026-07-13,EU,2026-07-10,20.0,1.366,2026-07-13T14:48:23
2026-07-13,EU,2026-07-10,30.0,1.405,2026-07-13T14:48:23
2026-07-14,BR,2026-07-13,2.84,8.31,2026-07-14T13:58:04
2026-07-14,BR,2026-07-13,6.09,8.11,2026-07-14T13:58:04
2026-07-14,BR,2026-07-13,8.84,7.96,2026-07-14T13:58:04
2026-07-14,BR,2026-07-13,14.09,7.57,2026-07-14T13:58:04
2026-07-14,BR,2026-07-13,18.84,7.34,2026-07-14T13:58:04
2026-07-14,BR,2026-07-13,24.09,7.27,2026-07-14T13:58:04
2026-07-14,US,2026-07-13,5.0,2.06,2026-07-14T13:58:04
2026-07-14,US,2026-07-13,7.0,2.2,2026-07-14T13:58:04
2026-07-14,US,2026-07-13,10.0,2.36,2026-07-14T13:58:04
2026-07-14,US,2026-07-13,20.0,2.69,2026-07-14T13:58:04
2026-07-14,US,2026-07-13,30.0,2.89,2026-07-14T13:58:04
2026-07-14,EU,2026-07-13,0.25,0.399,2026-07-14T13:58:04
2026-07-14,EU,2026-07-13,0.5,0.494,2026-07-14T13:58:04
2026-07-14,EU,2026-07-13,1.0,0.596,2026-07-14T13:58:04
2026-07-14,EU,2026-07-13,2.0,0.645,2026-07-14T13:58:04
2026-07-14,EU,2026-07-13,3.0,0.664,2026-07-14T13:58:04
2026-07-14,EU,2026-07-13,5.0,0.724,2026-07-14T13:58:04
2026-07-14,EU,2026-07-13,7.0,0.84,2026-07-14T13:58:04
2026-07-14,EU,2026-07-13,10.0,1.025,2026-07-14T13:58:04
2026-07-14,EU,2026-07-13,15.0,1.26,2026-07-14T13:58:04
2026-07-14,EU,2026-07-13,20.0,1.375,2026-07-14T13:58:04
2026-07-14,EU,2026-07-13,30.0,1.41,2026-07-14T13:58:04
2026-07-15,BR,2026-07-14,2.84,8.33,2026-07-15T13:54:22
2026-07-15,BR,2026-07-14,6.09,8.12,2026-07-15T13:54:22
2026-07-15,BR,2026-07-14,8.84,7.97,2026-07-15T13:54:22
2026-07-15,BR,2026-07-14,14.09,7.53,2026-07-15T13:54:22
2026-07-15,BR,2026-07-14,18.84,7.31,2026-07-15T13:54:22
2026-07-15,BR,2026-07-14,24.09,7.24,2026-07-15T13:54:22
2026-07-15,US,2026-07-14,5.0,2.03,2026-07-15T13:54:22
2026-07-15,US,2026-07-14,7.0,2.17,2026-07-15T13:54:22
2026-07-15,US,2026-07-14,10.0,2.33,2026-07-15T13:54:22
2026-07-15,US,2026-07-14,20.0,2.67,2026-07-15T13:54:22
2026-07-15,US,2026-07-14,30.0,2.87,2026-07-15T13:54:22
2026-07-15,EU,2026-07-14,0.25,0.38,2026-07-15T13:54:22
2026-07-15,EU,2026-07-14,0.5,0.496,2026-07-15T13:54:22
2026-07-15,EU,2026-07-14,1.0,0.623,2026-07-15T13:54:22
2026-07-15,EU,2026-07-14,2.0,0.687,2026-07-15T13:54:22
2026-07-15,EU,2026-07-14,3.0,0.706,2026-07-15T13:54:22
2026-07-15,EU,2026-07-14,5.0,0.757,2026-07-15T13:54:22
2026-07-15,EU,2026-07-14,7.0,0.867,2026-07-15T13:54:22
2026-07-15,EU,2026-07-14,10.0,1.046,2026-07-15T13:54:22
2026-07-15,EU,2026-07-14,15.0,1.275,2026-07-15T13:54:22
2026-07-15,EU,2026-07-14,20.0,1.384,2026-07-15T13:54:22
2026-07-15,EU,2026-07-14,30.0,1.407,2026-07-15T13:54:22
2026-07-16,BR,2026-07-15,2.83,8.24,2026-07-16T14:06:46
2026-07-16,BR,2026-07-15,6.09,8.1,2026-07-16T14:06:46
2026-07-16,BR,2026-07-15,8.83,7.96,2026-07-16T14:06:46
2026-07-16,BR,2026-07-15,14.09,7.55,2026-07-16T14:06:46
2026-07-16,BR,2026-07-15,18.83,7.35,2026-07-16T14:06:46
2026-07-16,BR,2026-07-15,24.08,7.28,2026-07-16T14:06:46
2026-07-16,US,2026-07-15,5.0,2.01,2026-07-16T14:06:46
2026-07-16,US,2026-07-15,7.0,2.15,2026-07-16T14:06:46
2026-07-16,US,2026-07-15,10.0,2.32,2026-07-16T14:06:46
2026-07-16,US,2026-07-15,20.0,2.68,2026-07-16T14:06:46
2026-07-16,US,2026-07-15,30.0,2.88,2026-07-16T14:06:46
2026-07-16,EU,2026-07-15,0.25,0.401,2026-07-16T14:06:46
2026-07-16,EU,2026-07-15,0.5,0.496,2026-07-16T14:06:46
2026-07-16,EU,2026-07-15,1.0,0.606,2026-07-16T14:06:46
2026-07-16,EU,2026-07-15,2.0,0.676,2026-07-16T14:06:46
2026-07-16,EU,2026-07-15,3.0,0.707,2026-07-16T14:06:46
2026-07-16,EU,2026-07-15,5.0,0.769,2026-07-16T14:06:46
2026-07-16,EU,2026-07-15,7.0,0.878,2026-07-16T14:06:46
2026-07-16,EU,2026-07-15,10.0,1.054,2026-07-16T14:06:46
2026-07-16,EU,2026-07-15,15.0,1.282,2026-07-16T14:06:46
2026-07-16,EU,2026-07-15,20.0,1.393,2026-07-16T14:06:46
2026-07-16,EU,2026-07-15,30.0,1.424,2026-07-16T14:06:46
2026-07-17,BR,2026-07-16,2.83,8.18,2026-07-17T13:50:28
2026-07-17,BR,2026-07-16,6.08,8.13,2026-07-17T13:50:28
2026-07-17,BR,2026-07-16,8.83,7.96,2026-07-17T13:50:28
2026-07-17,BR,2026-07-16,14.08,7.57,2026-07-17T13:50:28
2026-07-17,BR,2026-07-16,18.83,7.36,2026-07-17T13:50:28
2026-07-17,BR,2026-07-16,24.08,7.29,2026-07-17T13:50:28
2026-07-17,US,2026-07-16,5.0,2.04,2026-07-17T13:50:28
2026-07-17,US,2026-07-16,7.0,2.18,2026-07-17T13:50:28
2026-07-17,US,2026-07-16,10.0,2.35,2026-07-17T13:50:28
2026-07-17,US,2026-07-16,20.0,2.71,2026-07-17T13:50:28
2026-07-17,US,2026-07-16,30.0,2.91,2026-07-17T13:50:28
2026-07-17,EU,2026-07-16,0.25,0.404,2026-07-17T13:50:28
2026-07-17,EU,2026-07-16,0.5,0.506,2026-07-17T13:50:28
2026-07-17,EU,2026-07-16,1.0,0.624,2026-07-17T13:50:28
2026-07-17,EU,2026-07-16,2.0,0.699,2026-07-17T13:50:28
2026-07-17,EU,2026-07-16,3.0,0.73,2026-07-17T13:50:28
2026-07-17,EU,2026-07-16,5.0,0.79,2026-07-17T13:50:28
2026-07-17,EU,2026-07-16,7.0,0.9,2026-07-17T13:50:28
2026-07-17,EU,2026-07-16,10.0,1.077,2026-07-17T13:50:28
2026-07-17,EU,2026-07-16,15.0,1.306,2026-07-17T13:50:28
2026-07-17,EU,2026-07-16,20.0,1.417,2026-07-17T13:50:28
2026-07-17,EU,2026-07-16,30.0,1.449,2026-07-17T13:50:28
2026-07-20,BR,2026-07-17,2.83,8.18,2026-07-20T14:20:15
2026-07-20,BR,2026-07-17,6.08,8.09,2026-07-20T14:20:15
2026-07-20,BR,2026-07-17,8.83,7.93,2026-07-20T14:20:15
2026-07-20,BR,2026-07-17,14.08,7.53,2026-07-20T14:20:15
2026-07-20,BR,2026-07-17,18.83,7.32,2026-07-20T14:20:15
2026-07-20,BR,2026-07-17,24.08,7.23,2026-07-20T14:20:15
2026-07-20,US,2026-07-17,5.0,2.01,2026-07-20T14:20:15
2026-07-20,US,2026-07-17,7.0,2.15,2026-07-20T14:20:15
2026-07-20,US,2026-07-17,10.0,2.31,2026-07-20T14:20:15
2026-07-20,US,2026-07-17,20.0,2.67,2026-07-20T14:20:15
2026-07-20,US,2026-07-17,30.0,2.87,2026-07-20T14:20:15
2026-07-20,EU,2026-07-17,0.25,0.424,2026-07-20T14:20:15
2026-07-20,EU,2026-07-17,0.5,0.519,2026-07-20T14:20:15
2026-07-20,EU,2026-07-17,1.0,0.629,2026-07-20T14:20:15
2026-07-20,EU,2026-07-17,2.0,0.698,2026-07-20T14:20:15
2026-07-20,EU,2026-07-17,3.0,0.726,2026-07-20T14:20:15
2026-07-20,EU,2026-07-17,5.0,0.781,2026-07-20T14:20:15
2026-07-20,EU,2026-07-17,7.0,0.884,2026-07-20T14:20:15
2026-07-20,EU,2026-07-17,10.0,1.052,2026-07-20T14:20:15
2026-07-20,EU,2026-07-17,15.0,1.27,2026-07-20T14:20:15
2026-07-20,EU,2026-07-17,20.0,1.375,2026-07-20T14:20:15
2026-07-20,EU,2026-07-17,30.0,1.401,2026-07-20T14:20:15
2026-07-21,BR,2026-07-20,2.82,8.28,2026-07-21T14:06:31
2026-07-21,BR,2026-07-20,6.07,8.19,2026-07-21T14:06:31
2026-07-21,BR,2026-07-20,8.82,7.99,2026-07-21T14:06:31
2026-07-21,BR,2026-07-20,14.07,7.57,2026-07-21T14:06:31
2026-07-21,BR,2026-07-20,18.82,7.33,2026-07-21T14:06:31
2026-07-21,BR,2026-07-20,24.07,7.27,2026-07-21T14:06:31
2026-07-21,US,2026-07-20,5.0,2.05,2026-07-21T14:06:31
2026-07-21,US,2026-07-20,7.0,2.19,2026-07-21T14:06:31
2026-07-21,US,2026-07-20,10.0,2.35,2026-07-21T14:06:31
2026-07-21,US,2026-07-20,20.0,2.7,2026-07-21T14:06:31
2026-07-21,US,2026-07-20,30.0,2.91,2026-07-21T14:06:31
2026-07-21,EU,2026-07-20,0.25,0.43,2026-07-21T14:06:31
2026-07-21,EU,2026-07-20,0.5,0.531,2026-07-21T14:06:31
2026-07-21,EU,2026-07-20,1.0,0.644,2026-07-21T14:06:31
2026-07-21,EU,2026-07-20,2.0,0.71,2026-07-21T14:06:31
2026-07-21,EU,2026-07-20,3.0,0.735,2026-07-21T14:06:31
2026-07-21,EU,2026-07-20,5.0,0.788,2026-07-21T14:06:31
2026-07-21,EU,2026-07-20,7.0,0.895,2026-07-21T14:06:31
2026-07-21,EU,2026-07-20,10.0,1.068,2026-07-21T14:06:31
2026-07-21,EU,2026-07-20,15.0,1.292,2026-07-21T14:06:31
2026-07-21,EU,2026-07-20,20.0,1.401,2026-07-21T14:06:31
2026-07-21,EU,2026-07-20,30.0,1.43,2026-07-21T14:06:31
2026-07-22,BR,2026-07-21,2.82,8.27,2026-07-22T14:09:02
2026-07-22,BR,2026-07-21,6.07,8.18,2026-07-22T14:09:02
2026-07-22,BR,2026-07-21,8.82,7.97,2026-07-22T14:09:02
2026-07-22,BR,2026-07-21,14.07,7.56,2026-07-22T14:09:02
2026-07-22,BR,2026-07-21,18.82,7.3,2026-07-22T14:09:02
2026-07-22,BR,2026-07-21,24.07,7.24,2026-07-22T14:09:02
2026-07-22,US,2026-07-21,5.0,2.09,2026-07-22T14:09:02
2026-07-22,US,2026-07-21,7.0,2.22,2026-07-22T14:09:02
2026-07-22,US,2026-07-21,10.0,2.37,2026-07-22T14:09:02
2026-07-22,US,2026-07-21,20.0,2.71,2026-07-22T14:09:02
2026-07-22,US,2026-07-21,30.0,2.91,2026-07-22T14:09:02
2026-07-23,BR,2026-07-22,2.81,8.36,2026-07-23T14:16:55
2026-07-23,BR,2026-07-22,6.07,8.28,2026-07-23T14:16:55
2026-07-23,BR,2026-07-22,8.81,8.07,2026-07-23T14:16:55
2026-07-23,BR,2026-07-22,14.07,7.65,2026-07-23T14:16:55
2026-07-23,BR,2026-07-22,18.81,7.39,2026-07-23T14:16:55
2026-07-23,BR,2026-07-22,24.07,7.35,2026-07-23T14:16:55
2026-07-23,US,2026-07-22,5.0,2.11,2026-07-23T14:16:55
2026-07-23,US,2026-07-22,7.0,2.24,2026-07-23T14:16:55
2026-07-23,US,2026-07-22,10.0,2.39,2026-07-23T14:16:55
2026-07-23,US,2026-07-22,20.0,2.73,2026-07-23T14:16:55
2026-07-23,US,2026-07-22,30.0,2.93,2026-07-23T14:16:55
2026-07-23,EU,2026-07-22,0.25,0.434,2026-07-23T14:16:55
2026-07-23,EU,2026-07-22,0.5,0.544,2026-07-23T14:16:55
2026-07-23,EU,2026-07-22,1.0,0.674,2026-07-23T14:16:55
2026-07-23,EU,2026-07-22,2.0,0.762,2026-07-23T14:16:55
2026-07-23,EU,2026-07-22,3.0,0.794,2026-07-23T14:16:55
2026-07-23,EU,2026-07-22,5.0,0.844,2026-07-23T14:16:55
2026-07-23,EU,2026-07-22,7.0,0.941,2026-07-23T14:16:55
2026-07-23,EU,2026-07-22,10.0,1.104,2026-07-23T14:16:55
2026-07-23,EU,2026-07-22,15.0,1.319,2026-07-23T14:16:55
2026-07-23,EU,2026-07-22,20.0,1.423,2026-07-23T14:16:55
2026-07-23,EU,2026-07-22,30.0,1.447,2026-07-23T14:16:55
2026-07-24,BR,2026-07-23,2.81,8.45,2026-07-24T13:57:17
2026-07-24,BR,2026-07-23,6.06,8.38,2026-07-24T13:57:17
2026-07-24,BR,2026-07-23,8.81,8.19,2026-07-24T13:57:17
2026-07-24,BR,2026-07-23,14.06,7.72,2026-07-24T13:57:17
2026-07-24,BR,2026-07-23,18.81,7.48,2026-07-24T13:57:17
2026-07-24,BR,2026-07-23,24.06,7.4,2026-07-24T13:57:17
2026-07-24,US,2026-07-23,5.0,2.17,2026-07-24T13:57:17
2026-07-24,US,2026-07-23,7.0,2.29,2026-07-24T13:57:17
2026-07-24,US,2026-07-23,10.0,2.43,2026-07-24T13:57:17
2026-07-24,US,2026-07-23,20.0,2.76,2026-07-24T13:57:17
2026-07-24,US,2026-07-23,30.0,2.95,2026-07-24T13:57:17
2026-07-24,EU,2026-07-23,0.25,0.458,2026-07-24T13:57:17
2026-07-24,EU,2026-07-23,0.5,0.571,2026-07-24T13:57:17
2026-07-24,EU,2026-07-23,1.0,0.706,2026-07-24T13:57:17
2026-07-24,EU,2026-07-23,2.0,0.801,2026-07-24T13:57:17
2026-07-24,EU,2026-07-23,3.0,0.835,2026-07-24T13:57:17
2026-07-24,EU,2026-07-23,5.0,0.88,2026-07-24T13:57:17
2026-07-24,EU,2026-07-23,7.0,0.97,2026-07-24T13:57:17
2026-07-24,EU,2026-07-23,10.0,1.125,2026-07-24T13:57:17
2026-07-24,EU,2026-07-23,15.0,1.332,2026-07-24T13:57:17
2026-07-24,EU,2026-07-23,20.0,1.432,2026-07-24T13:57:17
2026-07-24,EU,2026-07-23,30.0,1.452,2026-07-24T13:57:17
2026-07-27,BR,2026-07-24,2.81,8.33,2026-07-27T14:48:41
2026-07-27,BR,2026-07-24,6.06,8.31,2026-07-27T14:48:41
2026-07-27,BR,2026-07-24,8.81,8.14,2026-07-27T14:48:41
2026-07-27,BR,2026-07-24,14.06,7.69,2026-07-27T14:48:41
2026-07-27,BR,2026-07-24,18.81,7.43,2026-07-27T14:48:41
2026-07-27,BR,2026-07-24,24.06,7.39,2026-07-27T14:48:41
2026-07-27,US,2026-07-24,5.0,2.19,2026-07-27T14:48:41
2026-07-27,US,2026-07-24,7.0,2.29,2026-07-27T14:48:41
2026-07-27,US,2026-07-24,10.0,2.43,2026-07-27T14:48:41
2026-07-27,US,2026-07-24,20.0,2.75,2026-07-27T14:48:41
2026-07-27,US,2026-07-24,30.0,2.95,2026-07-27T14:48:41
2026-07-27,EU,2026-07-24,0.25,0.448,2026-07-27T14:48:41
2026-07-27,EU,2026-07-24,0.5,0.561,2026-07-27T14:48:41
2026-07-27,EU,2026-07-24,1.0,0.691,2026-07-27T14:48:41
2026-07-27,EU,2026-07-24,2.0,0.772,2026-07-27T14:48:41
2026-07-27,EU,2026-07-24,3.0,0.799,2026-07-27T14:48:41
2026-07-27,EU,2026-07-24,5.0,0.845,2026-07-27T14:48:41
2026-07-27,EU,2026-07-24,7.0,0.944,2026-07-27T14:48:41
2026-07-27,EU,2026-07-24,10.0,1.107,2026-07-27T14:48:41
2026-07-27,EU,2026-07-24,15.0,1.317,2026-07-27T14:48:41
2026-07-27,EU,2026-07-24,20.0,1.413,2026-07-27T14:48:41
2026-07-27,EU,2026-07-24,30.0,1.42,2026-07-27T14:48:41
2026-07-28,BR,2026-07-27,2.8,8.23,2026-07-28T14:23:35
2026-07-28,BR,2026-07-27,6.05,8.23,2026-07-28T14:23:35
2026-07-28,BR,2026-07-27,8.8,8.07,2026-07-28T14:23:35
2026-07-28,BR,2026-07-27,14.05,7.64,2026-07-28T14:23:35
2026-07-28,BR,2026-07-27,18.8,7.4,2026-07-28T14:23:35
2026-07-28,BR,2026-07-27,24.05,7.37,2026-07-28T14:23:35
2026-07-28,US,2026-07-27,5.0,2.22,2026-07-28T14:23:35
2026-07-28,US,2026-07-27,7.0,2.32,2026-07-28T14:23:35
2026-07-28,US,2026-07-27,10.0,2.44,2026-07-28T14:23:35
2026-07-28,US,2026-07-27,20.0,2.76,2026-07-28T14:23:35
2026-07-28,US,2026-07-27,30.0,2.95,2026-07-28T14:23:35
2026-07-28,EU,2026-07-27,0.25,0.452,2026-07-28T14:23:35
2026-07-28,EU,2026-07-27,0.5,0.555,2026-07-28T14:23:35
2026-07-28,EU,2026-07-27,1.0,0.669,2026-07-28T14:23:35
2026-07-28,EU,2026-07-27,2.0,0.73,2026-07-28T14:23:35
2026-07-28,EU,2026-07-27,3.0,0.749,2026-07-28T14:23:35
2026-07-28,EU,2026-07-27,5.0,0.795,2026-07-28T14:23:35
2026-07-28,EU,2026-07-27,7.0,0.898,2026-07-28T14:23:35
2026-07-28,EU,2026-07-27,10.0,1.066,2026-07-28T14:23:35
2026-07-28,EU,2026-07-27,15.0,1.28,2026-07-28T14:23:35
2026-07-28,EU,2026-07-27,20.0,1.379,2026-07-28T14:23:35
2026-07-28,EU,2026-07-27,30.0,1.392,2026-07-28T14:23:35
2026-07-29,BR,2026-07-28,2.8,8.13,2026-07-29T14:22:38
2026-07-29,BR,2026-07-28,6.05,8.2,2026-07-29T14:22:38
2026-07-29,BR,2026-07-28,8.8,8.07,2026-07-29T14:22:38
2026-07-29,BR,2026-07-28,14.05,7.66,2026-07-29T14:22:38
2026-07-29,BR,2026-07-28,18.8,7.43,2026-07-29T14:22:38
2026-07-29,BR,2026-07-28,24.05,7.4,2026-07-29T14:22:38
2026-07-29,US,2026-07-28,5.0,2.19,2026-07-29T14:22:38
2026-07-29,US,2026-07-28,7.0,2.29,2026-07-29T14:22:38
2026-07-29,US,2026-07-28,10.0,2.41,2026-07-29T14:22:38
2026-07-29,US,2026-07-28,20.0,2.72,2026-07-29T14:22:38
2026-07-29,US,2026-07-28,30.0,2.92,2026-07-29T14:22:38
2026-07-29,EU,2026-07-28,0.25,0.481,2026-07-29T14:22:38
2026-07-29,EU,2026-07-28,0.5,0.566,2026-07-29T14:22:38
2026-07-29,EU,2026-07-28,1.0,0.658,2026-07-29T14:22:38
2026-07-29,EU,2026-07-28,2.0,0.708,2026-07-29T14:22:38
2026-07-29,EU,2026-07-28,3.0,0.729,2026-07-29T14:22:38
2026-07-29,EU,2026-07-28,5.0,0.782,2026-07-29T14:22:38
2026-07-29,EU,2026-07-28,7.0,0.888,2026-07-29T14:22:38
2026-07-29,EU,2026-07-28,10.0,1.058,2026-07-29T14:22:38
2026-07-29,EU,2026-07-28,15.0,1.275,2026-07-29T14:22:38
2026-07-29,EU,2026-07-28,20.0,1.377,2026-07-29T14:22:38
2026-07-29,EU,2026-07-28,30.0,1.398,2026-07-29T14:22:38
2026-07-30,BR,2026-07-29,2.8,8.27,2026-07-30T14:17:01
2026-07-30,BR,2026-07-29,6.05,8.26,2026-07-30T14:17:01
2026-07-30,BR,2026-07-29,8.79,8.17,2026-07-30T14:17:01
2026-07-30,BR,2026-07-29,14.05,7.77,2026-07-30T14:17:01
2026-07-30,BR,2026-07-29,18.8,7.52,2026-07-30T14:17:01
2026-07-30,BR,2026-07-29,24.05,7.5,2026-07-30T14:17:01
2026-07-30,US,2026-07-29,5.0,2.13,2026-07-30T14:17:01
2026-07-30,US,2026-07-29,7.0,2.25,2026-07-30T14:17:01
2026-07-30,US,2026-07-29,10.0,2.41,2026-07-30T14:17:01
2026-07-30,US,2026-07-29,20.0,2.76,2026-07-30T14:17:01
2026-07-30,US,2026-07-29,30.0,2.98,2026-07-30T14:17:01
2026-07-30,EU,2026-07-29,0.25,0.472,2026-07-30T14:17:01
2026-07-30,EU,2026-07-29,0.5,0.566,2026-07-30T14:17:01
2026-07-30,EU,2026-07-29,1.0,0.672,2026-07-30T14:17:01
2026-07-30,EU,2026-07-29,2.0,0.732,2026-07-30T14:17:01
2026-07-30,EU,2026-07-29,3.0,0.755,2026-07-30T14:17:01
2026-07-30,EU,2026-07-29,5.0,0.806,2026-07-30T14:17:01
2026-07-30,EU,2026-07-29,7.0,0.909,2026-07-30T14:17:01
2026-07-30,EU,2026-07-29,10.0,1.075,2026-07-30T14:17:01
2026-07-30,EU,2026-07-29,15.0,1.287,2026-07-30T14:17:01
2026-07-30,EU,2026-07-29,20.0,1.384,2026-07-30T14:17:01
2026-07-30,EU,2026-07-29,30.0,1.396,2026-07-30T14:17:01
2026-07-31,BR,2026-07-30,2.79,8.25,2026-07-31T14:21:43
2026-07-31,BR,2026-07-30,6.05,8.27,2026-07-31T14:21:43
2026-07-31,BR,2026-07-30,8.79,8.22,2026-07-31T14:21:43
2026-07-31,BR,2026-07-30,14.05,7.83,2026-07-31T14:21:43
2026-07-31,BR,2026-07-30,18.79,7.57,2026-07-31T14:21:43
2026-07-31,BR,2026-07-30,24.04,7.54,2026-07-31T14:21:43
2026-07-31,US,2026-07-30,5.0,2.14,2026-07-31T14:21:43
2026-07-31,US,2026-07-30,7.0,2.26,2026-07-31T14:21:43
2026-07-31,US,2026-07-30,10.0,2.41,2026-07-31T14:21:43
2026-07-31,US,2026-07-30,20.0,2.77,2026-07-31T14:21:43
2026-07-31,US,2026-07-30,30.0,2.98,2026-07-31T14:21:43
2026-07-31,EU,2026-07-30,0.25,0.504,2026-07-31T14:21:43
2026-07-31,EU,2026-07-30,0.5,0.58,2026-07-31T14:21:43
2026-07-31,EU,2026-07-30,1.0,0.665,2026-07-31T14:21:43
2026-07-31,EU,2026-07-30,2.0,0.713,2026-07-31T14:21:43
2026-07-31,EU,2026-07-30,3.0,0.741,2026-07-31T14:21:43
2026-07-31,EU,2026-07-30,5.0,0.807,2026-07-31T14:21:43
2026-07-31,EU,2026-07-30,7.0,0.922,2026-07-31T14:21:43
2026-07-31,EU,2026-07-30,10.0,1.101,2026-07-31T14:21:43
2026-07-31,EU,2026-07-30,15.0,1.324,2026-07-31T14:21:43
2026-07-31,EU,2026-07-30,20.0,1.426,2026-07-31T14:21:43
2026-07-31,EU,2026-07-30,30.0,1.441,2026-07-31T14:21:43
2026-08-03,BR,2026-07-31,2.79,8.26,2026-08-03T14:51:56
2026-08-03,BR,2026-07-31,6.04,8.28,2026-08-03T14:51:56
2026-08-03,BR,2026-07-31,8.79,8.15,2026-08-03T14:51:56
2026-08-03,BR,2026-07-31,14.04,7.78,2026-08-03T14:51:56
2026-08-03,BR,2026-07-31,18.79,7.51,2026-08-03T14:51:56
2026-08-03,BR,2026-07-31,24.04,7.5,2026-08-03T14:51:56
2026-08-03,US,2026-07-31,5.0,2.19,2026-08-03T14:51:56
2026-08-03,US,2026-07-31,7.0,2.32,2026-08-03T14:51:56
2026-08-03,US,2026-07-31,10.0,2.47,2026-08-03T14:51:56
2026-08-03,US,2026-07-31,20.0,2.82,2026-08-03T14:51:56
2026-08-03,US,2026-07-31,30.0,3.03,2026-08-03T14:51:56
2026-08-03,EU,2026-07-31,0.25,0.48,2026-08-03T14:51:56
2026-08-03,EU,2026-07-31,0.5,0.586,2026-08-03T14:51:56
2026-08-03,EU,2026-07-31,1.0,0.701,2026-08-03T14:51:56
2026-08-03,EU,2026-07-31,2.0,0.761,2026-08-03T14:51:56
2026-08-03,EU,2026-07-31,3.0,0.781,2026-08-03T14:51:56
2026-08-03,EU,2026-07-31,5.0,0.836,2026-08-03T14:51:56
2026-08-03,EU,2026-07-31,7.0,0.949,2026-08-03T14:51:56
2026-08-03,EU,2026-07-31,10.0,1.127,2026-08-03T14:51:56
2026-08-03,EU,2026-07-31,15.0,1.35,2026-08-03T14:51:56
2026-08-03,EU,2026-07-31,20.0,1.448,2026-08-03T14:51:56
2026-08-03,EU,2026-07-31,30.0,1.449,2026-08-03T14:51:56
2026-08-04,BR,2026-08-03,2.78,8.15,2026-08-04T14:28:53
2026-08-04,BR,2026-08-03,6.03,8.13,2026-08-04T14:28:53
2026-08-04,BR,2026-08-03,8.78,7.98,2026-08-04T14:28:53
2026-08-04,BR,2026-08-03,14.03,7.62,2026-08-04T14:28:53
2026-08-04,BR,2026-08-03,18.78,7.37,2026-08-04T14:28:53
2026-08-04,BR,2026-08-03,24.03,7.38,2026-08-04T14:28:53
2026-08-04,US,2026-08-03,5.0,2.17,2026-08-04T14:28:53
2026-08-04,US,2026-08-03,7.0,2.29,2026-08-04T14:28:53
2026-08-04,US,2026-08-03,10.0,2.43,2026-08-04T14:28:53
2026-08-04,US,2026-08-03,20.0,2.78,2026-08-04T14:28:53
2026-08-04,US,2026-08-03,30.0,2.99,2026-08-04T14:28:53
2026-08-04,EU,2026-08-03,0.25,0.404,2026-08-04T14:28:53
2026-08-04,EU,2026-08-03,0.5,0.511,2026-08-04T14:28:53
2026-08-04,EU,2026-08-03,1.0,0.631,2026-08-04T14:28:53
2026-08-04,EU,2026-08-03,2.0,0.702,2026-08-04T14:28:53
2026-08-04,EU,2026-08-03,3.0,0.73,2026-08-04T14:28:53
2026-08-04,EU,2026-08-03,5.0,0.79,2026-08-04T14:28:53
2026-08-04,EU,2026-08-03,7.0,0.904,2026-08-04T14:28:53
2026-08-04,EU,2026-08-03,10.0,1.085,2026-08-04T14:28:53
2026-08-04,EU,2026-08-03,15.0,1.313,2026-08-04T14:28:53
2026-08-04,EU,2026-08-03,20.0,1.417,2026-08-04T14:28:53
2026-08-04,EU,2026-08-03,30.0,1.428,2026-08-04T14:28:53
2026-08-05,BR,2026-08-04,2.78,8.09,2026-08-05T14:21:43
2026-08-05,BR,2026-08-04,6.03,8.06,2026-08-05T14:21:43
2026-08-05,BR,2026-08-04,8.78,7.91,2026-08-05T14:21:43
2026-08-05,BR,2026-08-04,14.03,7.58,2026-08-05T14:21:43
2026-08-05,BR,2026-08-04,18.78,7.34,2026-08-05T14:21:43
2026-08-05,BR,2026-08-04,24.03,7.35,2026-08-05T14:21:43
2026-08-05,US,2026-08-04,5.0,2.14,2026-08-05T14:21:43
2026-08-05,US,2026-08-04,7.0,2.26,2026-08-05T14:21:43
2026-08-05,US,2026-08-04,10.0,2.4,2026-08-05T14:21:43
2026-08-05,US,2026-08-04,20.0,2.75,2026-08-05T14:21:43
2026-08-05,US,2026-08-04,30.0,2.96,2026-08-05T14:21:43
2026-08-05,EU,2026-08-04,0.25,0.33,2026-08-05T14:21:43
2026-08-05,EU,2026-08-04,0.5,0.465,2026-08-05T14:21:43
2026-08-05,EU,2026-08-04,1.0,0.604,2026-08-05T14:21:43
2026-08-05,EU,2026-08-04,2.0,0.662,2026-08-05T14:21:43
2026-08-05,EU,2026-08-04,3.0,0.675,2026-08-05T14:21:43
2026-08-05,EU,2026-08-04,5.0,0.733,2026-08-05T14:21:43
2026-08-05,EU,2026-08-04,7.0,0.856,2026-08-05T14:21:43
